Index,Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
117759,"Revue OU Cinquième Saison, no. 36/37",Various Artists,24409.0,1970,10-inch record in magazine,dimensions vary,Committee on Prints and Illustrated Books Fund,854.2013.302,Audio,Drawings & Prints,2013-10-10,Y,178590,http://www.moma.org/collection/works/178590,http://www.moma.org/media/W1siZiIsIjQwMDI1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a6f772e6fd03ee84,,,,,,,,,
117760,"Revue OU Cinquième Saison, no. 38/39",Various Artists,24409.0,1971,10-inch record in magazine,dimensions vary,Committee on Prints and Illustrated Books Fund,854.2013.303,Audio,Drawings & Prints,2013-10-10,Y,178591,http://www.moma.org/collection/works/178591,http://www.moma.org/media/W1siZiIsIjQwMDE0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9ccc007fe89eb401,,,,,,,,,
117761,"Revue OU Cinquième Saison, no. 40/41",Various Artists,24409.0,1972,10-inch record in magazine,dimensions vary,Committee on Prints and Illustrated Books Fund,854.2013.304,Audio,Drawings & Prints,2013-10-10,Y,178592,http://www.moma.org/collection/works/178592,http://www.moma.org/media/W1siZiIsIjQwMDI1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9255c0141cf62e06,,,,,,,,,
117762,"Revue OU Cinquième Saison, no. 42/43/44",Various Artists,24409.0,1973,10-inch record in magazine,dimensions vary,Committee on Prints and Illustrated Books Fund,854.2013.305,Audio,Drawings & Prints,2013-10-10,Y,178593,http://www.moma.org/collection/works/178593,http://www.moma.org/media/W1siZiIsIjQwMDE0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b469bdb523756567,,,,,,,,,
117763,Planets,Jack Goldstein,37702.0,1984,Six 10-inch vinyl records in painted box,dimensions vary,Committee on Prints and Illustrated Books Fund,854.2013.120.a-f,Audio,Drawings & Prints,2013-10-10,Y,178594,http://www.moma.org/collection/works/178594,http://www.moma.org/media/W1siZiIsIjQxOTg2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c9bca8448cb4ef1,,,,,,,,,
118076,Various,Joseph Byrd,42854.0,1961,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4899,Audio,Fluxus Collection,2008-10-08,N,180243,,,,0.0,,0.0,,,0.0,,
118077,Two Numbers,Reginald Daniels,45790.0,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4900,Audio,Fluxus Collection,2008-10-08,N,180244,,,,0.0,,0.0,,,0.0,,
118078,Ken Friedman to Dick Higgins,Ken Friedman,2007.0,1967,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4901,Audio,Fluxus Collection,2008-10-08,N,180246,,,,0.0,,0.0,,,0.0,,
118079,Speech,Dick Higgins,2637.0,1963?,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4902,Audio,Fluxus Collection,2008-10-08,N,180247,,,,0.0,,0.0,,,0.0,,
118080,"""()repa()ee Music""/Dick Carter",Dick Higgins,2637.0,1958,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4903,Audio,Fluxus Collection,2008-10-08,N,180248,,,,0.0,,0.0,,,0.0,,
118081,"Litany#3 for Organ / Litanies #3, #4, #5 on Piano",Dick Higgins,2637.0,1968,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4904,Audio,Fluxus Collection,2008-10-08,N,180249,,,,0.0,,0.0,,,0.0,,
118082,3 Night Song(s) for Flute & Voices / 2 Sobre (sober) Meditations for Tape Recorder,Dick Higgins,2637.0,1957,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4905,Audio,Fluxus Collection,2008-10-08,N,180250,,,,0.0,,0.0,,,0.0,,
118083,"Ommage Al Alison, El Happening El Durismo/Purismo",Dick Higgins,2637.0,1967,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4906,Audio,Fluxus Collection,2008-10-08,N,180251,,,,0.0,,0.0,,,0.0,,
118084,"Reading Gertrude Stein's ""Narration""",Dick Higgins,2637.0,1958-1959,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4907,Audio,Fluxus Collection,2008-10-08,N,180252,,,,0.0,,0.0,,,0.0,,
118085,"Tape Piece #1 Higgins on Schoenberg, Handel, Henry, Schuman...",Dick Higgins,2637.0,1955,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4908,Audio,Fluxus Collection,2008-10-08,N,180253,,,,0.0,,0.0,,,0.0,,
118086,In Memoriam,Dick Higgins,2637.0,Summer 1960,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4909,Audio,Fluxus Collection,2008-10-08,N,180254,,,,0.0,,0.0,,,0.0,,
118087,der Einschluss vom Friedrich der Grosze,Dick Higgins,2637.0,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4910,Audio,Fluxus Collection,2008-10-08,N,180255,,,,0.0,,0.0,,,0.0,,
118088,Theater Music Nineser Twenty Threeser Fifty Nineser,Dick Higgins,2637.0,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4911,Audio,Fluxus Collection,2008-10-08,N,180256,,,,0.0,,0.0,,,0.0,,
118089,DH at Plattsberg 4/27/72,Dick Higgins,2637.0,4/27/1972,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4912,Audio,Fluxus Collection,2008-10-08,N,180257,,,,0.0,,0.0,,,0.0,,
118090,DH at Plattsberg 4/27/72 #2,Dick Higgins,2637.0,4/27/1972,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4913,Audio,Fluxus Collection,2008-10-08,N,180258,,,,0.0,,0.0,,,0.0,,
118091,Egg tape A,Dick Higgins,2637.0,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4914,Audio,Fluxus Collection,2008-10-08,N,180259,,,,0.0,,0.0,,,0.0,,
118092,Lecture #6 On the Dance,Dick Higgins,2637.0,"April 22, 1964",Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4915,Audio,Fluxus Collection,2008-10-08,N,180260,,,,0.0,,0.0,,,0.0,,
118093,Fabelhafte Getravate (?),Dick Higgins,2637.0,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4916,Audio,Fluxus Collection,2008-10-08,N,180261,,,,0.0,,0.0,,,0.0,,
118094,Structure with Subject Matter,Dick Higgins,2637.0,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4917,Audio,Fluxus Collection,2008-10-08,N,180262,,,,0.0,,0.0,,,0.0,,
118097,"Reading Gertrude Stein's ""Captain Walter Arnold""",Dick Higgins,2637.0,1958-1959,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4920,Audio,Fluxus Collection,2008-10-08,N,180265,,,,0.0,,0.0,,,0.0,,
118098,"Kaiki (Recurrence), and Music for Ocarina",Toshi Ichiyanagi,36947.0,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4921,Audio,Fluxus Collection,2008-10-08,N,180267,,,,0.0,,0.0,,,0.0,,
118099,4 Tracks (see notes),James Tenney,36958.0,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4922,Audio,Fluxus Collection,2008-10-08,N,180268,,,,0.0,,0.0,,,0.0,,
118100,Oscillations / String Quartet No.2,David Johnson,37251.0,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4923,Audio,Fluxus Collection,2008-10-08,N,180270,,,,0.0,,0.0,,,0.0,,
118101,-,Arthur Köpcke,18701.0,,,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4924,Audio,Fluxus Collection,2008-10-08,N,180272,,,,0.0,,0.0,,,0.0,,
118102,-,Arthur Köpcke,18701.0,,,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4925,Audio,Fluxus Collection,2008-10-08,N,180273,,,,0.0,,0.0,,,0.0,,
118103,Iaese / arbejdstykker No.31 + 34,Arthur Köpcke,18701.0,,,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4926,Audio,Fluxus Collection,2008-10-08,N,180274,,,,0.0,,0.0,,,0.0,,
118104,"""Film""",Arthur Köpcke,18701.0,,,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4927,Audio,Fluxus Collection,2008-10-08,N,180275,,,,0.0,,0.0,,,0.0,,
118105,-,Arthur Köpcke,18701.0,,,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4928,Audio,Fluxus Collection,2008-10-08,N,180276,,,,0.0,,0.0,,,0.0,,
118106,Performance of Various Mac Low Poems,Jackson Mac Low,34743.0,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4929,Audio,Fluxus Collection,2008-10-08,N,180277,,,,0.0,,0.0,,,0.0,,
118107,The Long Hot Summer,Jackson Mac Low,34743.0,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4930,Audio,Fluxus Collection,2008-10-08,N,180278,,,,0.0,,0.0,,,0.0,,
118108,"et al 1958 avantgarde, to be studied",Richard Maxfield,43277.0,,,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4931,Audio,Fluxus Collection,2008-10-08,N,180279,,,,0.0,,0.0,,,0.0,,
118109,Various,John McDowell,45792.0,1969,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4932,Audio,Fluxus Collection,2008-10-08,N,180280,,,,0.0,,0.0,,,0.0,,
118110,Some Thoughts on Improvisation,Yvonne Rainer,32349.0,1964,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4933,Audio,Fluxus Collection,2008-10-08,N,180281,,,,0.0,,0.0,,,0.0,,
118112,"""Mystery""",Richard Tyler,5992.0,"Thursday, September 22, 1960",Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4935,Audio,Fluxus Collection,2008-10-08,N,180283,,,,0.0,,0.0,,,0.0,,
118113,"""Thur 7/22/66""",Richard Tyler,5992.0,"Thursday, July 22, 1966",Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4936,Audio,Fluxus Collection,2008-10-08,N,180284,,,,0.0,,0.0,,,0.0,,
118114,-,,,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4937,Audio,Fluxus Collection,2008-10-08,N,180285,,,,0.0,,0.0,,,0.0,,
118116,Higgins Theatre Music,Various Artists,24409.0,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4939,Audio,Fluxus Collection,2008-10-08,N,180287,,,,0.0,,0.0,,,0.0,,
118117,Tape interview with George Brecht,Ben Vautier,6115.0,c. 1966,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4940.1,Audio,Fluxus Collection,2008-10-08,N,180288,,,,0.0,,0.0,,,0.0,,
118118,Tides,Christian Wolff,44252.0,c. 1959,,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4942,Audio,Fluxus Collection,2008-10-08,N,180289,,,,0.0,,0.0,,,0.0,,
118122,2 Sounds Drumsticks on Gong version,La Monte Young,6520.0,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4946.1,Audio,Fluxus Collection,2008-10-08,N,180293,,,,0.0,,0.0,,,0.0,,
118123,AG Gallery Concert Rehearsal,,,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4947,Audio,Fluxus Collection,2008-10-08,N,180294,,,,0.0,,0.0,,,0.0,,
118124,"Telephone Conversations #1,2,3,4,5,6,7,8",Robert Filliou,1873.0,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4949.1,Audio,Fluxus Collection,2008-10-08,N,180296,,,,0.0,,0.0,,,0.0,,
118125,Untitled,,,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4950,Audio,Fluxus Collection,2008-10-08,N,180303,,,,0.0,,0.0,,,0.0,,
118126,-,,,,Open reel,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC4951,Audio,Fluxus Collection,2008-10-08,N,180304,,,,0.0,,0.0,,,0.0,,
118951,Available Light / Light Over Water,John Adams,46288.0,1983,"Catalogue and 12-inch vinyl record
","cover: 12 1/2 × 12 1/2"" (31.8 × 31.8 cm)",Committee on Prints and Illustrated Books Fund,854.2013.3,Audio,Drawings & Prints,2013-10-10,Y,183800,http://www.moma.org/collection/works/183800,http://www.moma.org/media/W1siZiIsIjM3NjQ4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=07e4ef3c4b135493,,0.0,,31.7500635001,,,31.7500635001,,
118954,Abstract Energy,Albrecht/d.,45268.0,1985,12-inch vinyl record,"cover: 12 1/4 × 12 1/2"" (31.1 × 31.8 cm)",Committee on Prints and Illustrated Books Fund,854.2013.6,Audio,Drawings & Prints,2013-10-10,Y,183803,http://www.moma.org/collection/works/183803,http://www.moma.org/media/W1siZiIsIjM3NjQ5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4c2e2322f8b13302,,0.0,,31.1150622301,,,31.7500635001,,
118957,It's not the bullet that kills you - it's the hole,Laurie Anderson,6807.0,1977,7-inch vinyl record,dimensions vary,Committee on Prints and Illustrated Books Fund,854.2013.9,Audio,Drawings & Prints,2013-10-10,Y,183806,http://www.moma.org/collection/works/183806,http://www.moma.org/media/W1siZiIsIjQwMDE1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cee58ae187462283,,,,,,,,,
118958,O Superman,Laurie Anderson,6807.0,1981,7-inch vinyl record,"cover: 7 1/8 × 7 1/8"" (18.1 × 18.1 cm)",Committee on Prints and Illustrated Books Fund,854.2013.10,Audio,Drawings & Prints,2013-10-10,Y,183807,http://www.moma.org/collection/works/183807,http://www.moma.org/media/W1siZiIsIjQwMDIzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b2c5e5371763f7e3,,0.0,,18.0975361951,,,18.0975361951,,
118959,O Superman,Laurie Anderson,6807.0,1981,7-inch vinyl record,dimensions vary,Committee on Prints and Illustrated Books Fund,854.2013.11,Audio,Drawings & Prints,2013-10-10,Y,183808,http://www.moma.org/collection/works/183808,http://www.moma.org/media/W1siZiIsIjMwNjMwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=50cd6c1d5013b231,,,,,,,,,
118960,O Superman,Laurie Anderson,6807.0,1981,12-inch vinyl record,"cover: 12 3/8 × 12 3/8"" (31.4 × 31.4 cm)",Committee on Prints and Illustrated Books Fund,854.2013.12,Audio,Drawings & Prints,2013-10-10,Y,183809,http://www.moma.org/collection/works/183809,http://www.moma.org/media/W1siZiIsIjM3NjQ1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3d5f8103c43373a9,,0.0,,31.432562865100003,,,31.432562865100003,,
118961,Let X = X,Laurie Anderson,6807.0,1982,Periodical with 7-inch flexi-disc insert,dimensions vary,Committee on Prints and Illustrated Books Fund,854.2013.13,Audio,Drawings & Prints,2013-10-10,Y,183810,http://www.moma.org/collection/works/183810,http://www.moma.org/media/W1siZiIsIjQwMDE0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=36af29e56dd86ec3,,,,,,,,,
118962,Big Science,Laurie Anderson,6807.0,1982,12-inch vinyl record,"cover: 12 1/4 × 12 1/4"" (31.1 × 31.1 cm)",Committee on Prints and Illustrated Books Fund,854.2013.14,Audio,Drawings & Prints,2013-10-10,Y,183811,http://www.moma.org/collection/works/183811,http://www.moma.org/media/W1siZiIsIjM3NjQ2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4e305560fec892c6,,0.0,,31.1150622301,,,31.1150622301,,
118963,Home of the Brave,Laurie Anderson,6807.0,1986,Cassette tape,"4 1/4 × 2 3/4"" (10.8 × 7 cm)",Committee on Prints and Illustrated Books Fund,854.2013.15,Audio,Drawings & Prints,2013-10-10,Y,183812,http://www.moma.org/collection/works/183812,http://www.moma.org/media/W1siZiIsIjQyNjY5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eec9bcc62d9f4d41,,0.0,,10.8,,,7.0,,
118964,Strange Angels,Laurie Anderson,6807.0,1989,Cassette tape,"4 1/4 × 2 3/4"" (10.8 × 7 cm)",Committee on Prints and Illustrated Books Fund,854.2013.16,Audio,Drawings & Prints,2013-10-10,Y,183813,http://www.moma.org/collection/works/183813,http://www.moma.org/media/W1siZiIsIjQyNjY5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=842b1d051defa580,,0.0,,10.8,,,7.0,,
118965,Thank You For Flying American: stories and songs 1980-1991,Jacki Apple,45229.0,1994,CD,"cover: 4 7/8 × 5 5/8"" (12.4 × 14.3 cm)",Committee on Prints and Illustrated Books Fund,854.2013.17,Audio,Drawings & Prints,2013-10-10,Y,183814,http://www.moma.org/collection/works/183814,http://www.moma.org/media/W1siZiIsIjM4Nzk4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d193f9deb84c043d,,0.0,,12.382524765,,,14.2875285751,,
118966,Ghost dances: on the event horizon,Jacki Apple,45229.0,1995,CD,"cover: 4 7/8 × 5 5/8"" (12.4 × 14.3 cm)",Committee on Prints and Illustrated Books Fund,854.2013.18,Audio,Drawings & Prints,2013-10-10,Y,183815,http://www.moma.org/collection/works/183815,http://www.moma.org/media/W1siZiIsIjM4Nzk4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3d97dcb9d9761508,,0.0,,12.382524765,,,14.2875285751,,
118967,Hans Arp Liest Hans Arp,Jean (Hans) Arp,11.0,1969,10-inch vinyl record,dimensions vary,Committee on Prints and Illustrated Books Fund,854.2013.19,Audio,Drawings & Prints,2013-10-10,Y,183816,http://www.moma.org/collection/works/183816,http://www.moma.org/media/W1siZiIsIjQwMDI0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=025eb423cc8a7ac1,,,,,,,,,
118968,Corrected Slogans,Art & Language,39635.0,1976,12-inch vinyl record,"cover: 12 3/8 × 12 3/8"" (31.4 × 31.4 cm)",Committee on Prints and Illustrated Books Fund,854.2013.20,Audio,Drawings & Prints,2013-10-10,Y,183817,http://www.moma.org/collection/works/183817,http://www.moma.org/media/W1siZiIsIjM3NjQ3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eb8bd367d1c615b5,,0.0,,31.432562865100003,,,31.432562865100003,,
118970,Untitled (Utrecht Project),Richard Artschwager,19.0,1972,7-inch flexi disk and catalogue,dimensions vary,Committee on Prints and Illustrated Books Fund,854.2013.22,Audio,Drawings & Prints,2013-10-10,Y,183819,http://www.moma.org/collection/works/183819,http://www.moma.org/media/W1siZiIsIjQyNDM2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9b5039fd2359c6bb,,,,,,,,,
118972,Otherwise,Robert Barry,352.0,1981,12-inch vinyl record,"cover: 12 1/4 × 12 1/4"" (31.1 × 31.1 cm)",Committee on Prints and Illustrated Books Fund,854.2013.24,Audio,Drawings & Prints,2013-10-10,Y,183821,http://www.moma.org/collection/works/183821,http://www.moma.org/media/W1siZiIsIjM3NjQ4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=27fbfef4269630d8,,0.0,,31.1150622301,,,31.1150622301,,
119010,Harmonica,David Bellingham,46291.0,1999,7-inch vinyl record,"7 1/8 × 7 1/8"" (18.1 × 18.1 cm)",Committee on Prints and Illustrated Books Fund,854.2013.26,Audio,Drawings & Prints,2013-10-10,Y,183869,http://www.moma.org/collection/works/183869,http://www.moma.org/media/W1siZiIsIjQwMDE0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b5a4678b9eb179c7,,0.0,,18.0975361951,,,18.0975361951,,
119011,Traction (Motor Vehicle Journeys),David Bellingham,46291.0,2000,7-inch vinyl record,"cover: 7 3/8 × 7 3/8"" (18.7 × 18.7 cm)",Committee on Prints and Illustrated Books Fund,854.2013.27,Audio,Drawings & Prints,2013-10-10,Y,183870,http://www.moma.org/collection/works/183870,http://www.moma.org/media/W1siZiIsIjQwMDI1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=63969dc1ccf4aedc,,0.0,,18.7325374651,,,18.7325374651,,
119024,Sonne Statt Reagan,Joseph Beuys,540.0,1982,7-inch vinyl record,"cover: 7 1/8 × 7 1/8"" (18.1 × 18.1 cm)",Committee on Prints and Illustrated Books Fund,854.2013.40,Audio,Drawings & Prints,2013-10-10,Y,183883,http://www.moma.org/collection/works/183883,http://www.moma.org/media/W1siZiIsIjQwMDE1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c3720519dc71d9f2,,0.0,,18.0975361951,,,18.0975361951,,
119026,This is How We Walk on the Moon,Johanna Billing,31375.0,2008,12-inch vinyl record,"cover: 12 1/4 × 12 3/8"" (31.1 × 31.4 cm)",Committee on Prints and Illustrated Books Fund,854.2013.42,Audio,Drawings & Prints,2013-10-10,Y,183885,http://www.moma.org/collection/works/183885,http://www.moma.org/media/W1siZiIsIjM3NjQ5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=71b2a36e6cbf663f,,0.0,,31.1150622301,,,31.432562865100003,,
119027,Student Work 1976,Dike Blair,46294.0,1976,Cassette tape,"cover: 4 1/4 × 2 3/4"" (10.8 × 7 cm)",Committee on Prints and Illustrated Books Fund,854.2013.43,Audio,Drawings & Prints,2013-10-10,Y,183886,http://www.moma.org/collection/works/183886,http://www.moma.org/media/W1siZiIsIjQyNjY5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1d258fbb511caeaf,,0.0,,10.8,,,7.0,,
119028,Dance. Take it With You,Nayland Blake,27966.0,1994,Cassette tape,"cover: 4 1/4 × 2 3/4"" (10.8 × 7 cm)",Committee on Prints and Illustrated Books Fund,854.2013.44,Audio,Drawings & Prints,2013-10-10,Y,183887,http://www.moma.org/collection/works/183887,http://www.moma.org/media/W1siZiIsIjQyNjY5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fdb3437460f82e3d,,0.0,,10.8,,,7.0,,
119029,One Bob Job / The Dark Bob,Bob & Bob,67192.0,1982,12-inch vinyl record,"cover: 12 3/8 × 12 1/2"" (31.4 × 31.8 cm)",Committee on Prints and Illustrated Books Fund,854.2013.45,Audio,Drawings & Prints,2013-10-10,Y,183888,http://www.moma.org/collection/works/183888,http://www.moma.org/media/W1siZiIsIjM3NjQ5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c6862a00fb88563f,,0.0,,31.432562865100003,,,31.7500635001,,
119030,Jonnie Hitler,Jonathan Borofsky,682.0,1992,CD,"cover: 4 7/8 × 5 5/8"" (12.4 × 14.3 cm)",Committee on Prints and Illustrated Books Fund,854.2013.46,Audio,Drawings & Prints,2013-10-10,Y,183889,http://www.moma.org/collection/works/183889,http://www.moma.org/media/W1siZiIsIjM4Nzk5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ebea2b57985b5315,,0.0,,12.382524765,,,14.2875285751,,
119031,The Future of Ecstasy,Carol Bove,28570.0,2004,12-inch vinyl record,dimensions vary,Committee on Prints and Illustrated Books Fund,854.2013.47,Audio,Drawings & Prints,2013-10-10,Y,183890,http://www.moma.org/collection/works/183890,http://www.moma.org/media/W1siZiIsIjQwMDQ3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0141dd14238363fa,,,,,,,,,
119032,Live,Pavel Büchler,30877.0,1999,12-inch vinyl record,"cover: 12 1/4 × 12 1/4"" (31.1 × 31.1 cm)",Committee on Prints and Illustrated Books Fund,854.2013.48,Audio,Drawings & Prints,2013-10-10,Y,183891,http://www.moma.org/collection/works/183891,http://www.moma.org/media/W1siZiIsIjM3NjQ5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f208beb20d86be7b,,0.0,,31.1150622301,,,31.1150622301,,
119035,Residue,Carl Byron,46869.0,1992,Cassette tape,"cover: 4 1/4 × 2 3/4"" (10.8 × 7 cm)",Committee on Prints and Illustrated Books Fund,854.2013.51,Audio,Drawings & Prints,2013-10-10,Y,183916,http://www.moma.org/collection/works/183916,http://www.moma.org/media/W1siZiIsIjQyNjcwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea7b009e35c9a8a3,,0.0,,10.8,,,7.0,,
119037,The 25-Year Retrospective Concert of the Music of John Cage,John Cage,912.0,1959,"Boxed set, three 12-inch vinyl records",dimensions vary,Committee on Prints and Illustrated Books Fund,854.2013.53,Audio,Drawings & Prints,2013-10-10,Y,183918,http://www.moma.org/collection/works/183918,http://www.moma.org/media/W1siZiIsIjQyMTE5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1a997f7124a89e04,,,,,,,,,
119038,Sonatas and Interludes for Prepared Piano (1946-48),John Cage,912.0,1965,12-inch vinyl record,"cover: 12 3/8 × 12 3/8"" (31.4 × 31.4 cm)",Committee on Prints and Illustrated Books Fund,854.2013.54,Audio,Drawings & Prints,2013-10-10,Y,183919,http://www.moma.org/collection/works/183919,http://www.moma.org/media/W1siZiIsIjM4Nzk5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cf600082f407b172,,0.0,,31.432562865100003,,,31.432562865100003,,
